"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000004809.14",7.63530161717642,-0.84329491697672,0.200651376580303,-4.20278660106388,2.63649116912453e-05,0.000133257747745535
"ENSG00000004838.14",69.1141025538561,-0.0796029371642736,0.148267435501837,-0.536887529583577,0.591345305453423,0.686158005116145
"ENSG00000004846.16",3399.67399603523,1.33178187894498,0.290246503228817,4.58845107220831,4.46546937327503e-06,2.75157654695414e-05
"ENSG00000004848.8",44.0191411916875,0.945331081583903,0.29900340662437,3.1616063919014,0.00156901489865321,0.00491390102879246
"ENSG00000004864.14",4987.82227878784,0.564332487122292,0.0901854206565203,6.25746914539109,3.91275033829992e-10,6.01856882162921e-09
"ENSG00000004866.22",2593.17367925313,0.531590132200461,0.102211233620266,5.2008973316516,1.98328642338381e-07,1.69120538220512e-06
"ENSG00000004897.12",3827.11157621706,-0.00137855787109838,0.06432936821662,-0.0214296814863203,0.982902896596514,0.988539871466287
"ENSG00000004939.15",3.11599795820924,-0.751697699627016,0.247955738505948,-3.03158016892996,0.00243277308645441,0.00720214509717346
"ENSG00000004948.16",30.288405184799,-0.339877673560551,0.226303221859782,-1.5018684699555,0.133131080966975,0.215744297077608
"ENSG00000004961.15",1320.748280624,-0.0350703402835986,0.0518704947136194,-0.676113472162245,0.498968603737875,0.604469310614246
"ENSG00000004975.12",3806.45644768869,0.373492185415286,0.0657635140055432,5.67932220568086,1.35229531767199e-08,1.50358742624621e-07
"ENSG00000005001.10",47.6966632721506,-1.24766352638302,0.304059065582824,-4.10335907594627,4.07194520923844e-05,0.000196263698001123
"ENSG00000005007.13",7502.01377398933,-0.0913142844281308,0.0580679205953372,-1.57254269641374,0.115824745329173,0.19256402517585
"ENSG00000005020.13",2778.18563964881,-0.118160113536602,0.109113827702397,-1.08290686913558,0.278849762613609,0.388139242230578
"ENSG00000005022.6",18129.5137195616,0.394070439898362,0.0708433723447606,5.56255902077347,2.65847075086072e-08,2.75952450917266e-07
"ENSG00000005059.16",642.085594693171,-0.627458978421963,0.135887123317112,-4.61750137250088,3.88388113769865e-06,2.42922299240077e-05
"ENSG00000005073.6",300.445174079271,-0.271426612899035,0.1799555370024,-1.50829820199095,0.131478223206169,0.21347362734959
"ENSG00000005075.15",2639.04024301956,-0.114105140918202,0.0925820357012998,-1.23247604196502,0.217771310775767,0.320140464716413
"ENSG00000005100.13",3505.5612961102,0.567791029855109,0.0766846866071917,7.40422964448629,1.31913976604574e-13,3.75778526089053e-12
"ENSG00000005102.14",258.638254212182,-1.70687054023381,0.208808461095369,-8.17433609385319,2.97499453425493e-16,1.28798669617399e-14
"ENSG00000005108.16",209.32936203966,-2.08591108501051,0.162929435742031,-12.8025428647109,1.58669090566787e-37,8.45462146427794e-35
"ENSG00000005156.12",2306.15903120417,0.218027382260843,0.0644052372998718,3.38524305477991,0.000711152540708033,0.00246061620853374
"ENSG00000005175.10",1456.29256708695,-0.343352452380574,0.0768429159656856,-4.46823819822115,7.88664579344226e-06,4.55572998564346e-05
"ENSG00000005187.12",76.4001785287383,-0.921873231491321,0.168885471674795,-5.45857036931202,4.79983630073546e-08,4.69832304124275e-07
"ENSG00000005189.20",256.862430572294,0.0661808497288866,0.0857737742745284,0.771574415241045,0.440366532336226,0.551745877351181
"ENSG00000005194.15",3507.65084092952,0.268551960130163,0.0585710910863407,4.58505988447929,4.53856336133095e-06,2.78958548393429e-05
"ENSG00000005206.17",2595.90130494486,-0.23245071004506,0.08303741094876,-2.79934920163273,0.00512057277876092,0.013734833548297
"ENSG00000005238.20",2364.32343759029,0.146347470752392,0.0885759915324753,1.65222503547969,0.0984886846303015,0.168667300284502
"ENSG00000005243.10",1352.5687896558,0.0334296011768835,0.141018306575047,0.237058591815474,0.81261133573954,0.86340343932323
"ENSG00000005249.13",1044.61287343714,-0.458480339704447,0.14406897610182,-3.1823668919561,0.00146076643618211,0.00461270130835746
"ENSG00000005302.19",1534.46579501869,-0.497204703418612,0.0662382030103059,-7.50631328783561,6.0815774488608e-14,1.82105563349822e-12
"ENSG00000005339.15",6586.51438327288,0.0669004714857362,0.0591273451274459,1.13146415320248,0.257859782939557,0.36518786583071
"ENSG00000005379.17",423.963854205003,-0.487445879689117,0.19157118996463,-2.54446339128089,0.010944578349683,0.0263820070391791
"ENSG00000005381.8",19.0271770470387,-0.524386166601914,0.192892480207206,-2.71854126215089,0.00655704768205259,0.017024238865659
"ENSG00000005421.9",3.82708207645685,-1.43104686427161,0.250282307639041,-5.71773082073175,1.07955976509662e-08,1.23062706958162e-07
"ENSG00000005436.14",849.833716055747,-0.294721813957382,0.0736709514698529,-4.00051591675161,6.3204535550119e-05,0.000290780042786589
"ENSG00000005448.17",1238.62639523027,-0.0209928312529094,0.10237623055977,-0.205055715942318,0.837528594746339,0.883058476004901
"ENSG00000005469.12",838.40567299265,0.1973437279848,0.0883311185190516,2.23413595676631,0.0254741287675212,0.0541618446815897
"ENSG00000005471.19",755.156709358542,-0.161955817568954,0.203010707584009,-0.797769829465446,0.4250040725722,0.53683501289344
"ENSG00000005483.21",5271.44912822493,-0.0174413942466368,0.0690627118630336,-0.252544300334266,0.800620376756233,0.854316813084975
"ENSG00000005486.17",7683.73984890317,-0.0279836277231173,0.0969139282580289,-0.288747223707744,0.772774821841404,0.833362435700492
"ENSG00000005513.10",2102.19355940415,-0.438475943683108,0.21778427853388,-2.01334984616392,0.0440778379015414,0.0862790514229672
"ENSG00000005700.15",2546.2444429506,-0.243406727762299,0.0876492386538114,-2.77705467270153,0.00548539512012283,0.0145788458871048
"ENSG00000005801.18",854.581938078378,-0.4794288788896,0.0907720567056438,-5.28167914542572,1.28005231403387e-07,1.13824420787068e-06
"ENSG00000005810.18",3726.76145665655,0.2545924073896,0.0776575312335541,3.27839944620331,0.00104397551093207,0.0034381703791885
"ENSG00000005812.11",1469.94852501785,-0.219434944824877,0.0899131038116805,-2.44052241022037,0.014666035961091,0.0338883519550156
"ENSG00000005844.19",2032.6186250871,-0.845432019745303,0.204497405054437,-4.13419436554831,3.56201930605086e-05,0.000174231665762135
"ENSG00000005882.12",1288.00736505527,0.471966947561647,0.0916552686269198,5.14937062137448,2.61361983667599e-07,2.16822393599859e-06
"ENSG00000005884.18",24000.1234342908,0.491574540373186,0.17466771511238,2.81434116234309,0.0048877325494141,0.0131954491860181
"ENSG00000005889.16",1740.6555334018,-0.173392627872024,0.074195232893242,-2.33697801207141,0.0194403274096915,0.0430554666845143
"ENSG00000005893.16",20185.2730488479,0.47907710297467,0.0763507114765589,6.27469074891012,3.50329901080533e-10,5.45129589992854e-09
"ENSG00000005961.19",44.1481697761648,-1.23423859071612,0.170665690675503,-7.2319080995773,4.76254459235558e-13,1.25517361032012e-11
"ENSG00000005981.13",460.96335031276,-1.81404539053928,0.343507126713065,-5.28095416213759,1.28512842501373e-07,1.14202496472997e-06
"ENSG00000006007.12",3480.01921817009,0.371692823819642,0.0498945408753072,7.44956897686563,9.36456699807868e-14,2.72747115328764e-12
"ENSG00000006015.18",1650.54269396609,-0.119117199382646,0.097884375345859,-1.21691739832597,0.223635645277625,0.326862137128823
"ENSG00000006016.11",237.589819459019,-2.37182259112827,0.230863961317967,-10.273680558836,9.26028454446559e-25,1.33637481332319e-22
"ENSG00000006025.12",856.906024772663,0.107423557638029,0.0952055894890292,1.12833246676559,0.259179536895409,0.366644653248706
"ENSG00000006042.12",5910.75001881586,0.514109425392995,0.141271276937517,3.63916456719212,0.000273523967937555,0.00106195265347227
"ENSG00000006047.13",77.8331296124995,-0.691939367260905,0.207884465349537,-3.32848039461476,0.000873211507445979,0.00293770573680344
"ENSG00000006059.4",0.537268178635324,0.531582032087723,0.519693904587474,1.02287524905586,0.306366833415615,0.417236330376165
"ENSG00000006062.17",1121.54726361014,-0.247745457577709,0.0933286966580453,-2.65454749127638,0.00794148599796545,0.0200415350687619
"ENSG00000006071.15",8.68530697204718,-1.66398770355242,0.300049450511705,-5.54571155092819,2.92761122886906e-08,3.01107096991477e-07
"ENSG00000006116.4",0.841996720813575,-0.551200242125366,0.332535790842945,-1.65756666591626,0.0974049625272344,0.167185439406572
"ENSG00000006118.15",3063.71550175627,-0.60780314873377,0.144614068081879,-4.20293237577439,2.63479320958445e-05,0.000133188123785878
"ENSG00000006125.18",16352.6045051079,0.440379515590602,0.05334837847428,8.25478727161154,1.52173036428067e-16,6.8970727808324e-15
"ENSG00000006128.12",5.27995275022007,-3.37314327402605,0.432602462389393,-7.79732795646878,6.323175656289e-15,2.21215342278353e-13
"ENSG00000006194.10",1831.85222460715,0.0460026372855463,0.047667581342044,0.965071773947356,0.334508863436754,0.4463483171362
"ENSG00000006210.7",2750.47078744578,0.355509748233953,0.126854029012296,2.80251049968223,0.00507065658466951,0.013616762226015
"ENSG00000006282.21",5721.67285582442,0.510531163140333,0.103321938665459,4.94116902697069,7.76555495899294e-07,5.74700846163932e-06
"ENSG00000006283.18",29.6228654180467,-0.757692143198187,0.191355702702597,-3.95960053709915,7.50752345303664e-05,0.000339308057584938
"ENSG00000006327.14",3213.64973963139,-0.590677134206561,0.150971137944723,-3.9125169369978,9.13391298503859e-05,0.000401930853874192
"ENSG00000006377.11",112.05803077122,-2.06081064522854,0.257707801114009,-7.99669484711036,1.27803455647468e-15,5.03008259812506e-14
"ENSG00000006432.15",393.668687537959,0.125413691408314,0.153266975755777,0.818269498630639,0.413203318562762,0.525506619525873
"ENSG00000006451.8",3616.4324662478,-0.157138419197702,0.0604786754941685,-2.59824504941173,0.00937015983537065,0.0230876560989848
"ENSG00000006453.14",1322.76446531485,0.829218365332801,0.18382257663388,4.51097128827848,6.45314560120161e-06,3.80811639183787e-05
"ENSG00000006459.11",1327.55983519785,-0.745605883086545,0.0962770470619568,-7.74437839381102,9.60505718978188e-15,3.27217530263701e-13
"ENSG00000006468.14",4638.05558571022,-0.274027079879507,0.144158283782761,-1.90087640258296,0.0573182036112334,0.107662998982695
"ENSG00000006530.18",2208.0561262995,-0.203989008086008,0.0673990302581002,-3.02658669278838,0.00247331885782774,0.00730448933198584
"ENSG00000006534.16",2424.57471604626,0.295377208627635,0.145225529156212,2.03392069110598,0.0419595924132838,0.0826819536239439
"ENSG00000006555.11",77.9523783614274,-0.102839946628969,0.247751452355365,-0.415093213990365,0.678073666963929,0.758979520741124
"ENSG00000006576.16",1925.4093681163,-0.218962915394734,0.0927908255387864,-2.35974746558546,0.0182873792552449,0.0409272552154698
"ENSG00000006606.9",14.9011382289215,-1.12569903239136,0.192646729790786,-5.84333320173079,5.11665287063952e-09,6.23997437234506e-08
"ENSG00000006607.14",8818.13263000569,0.515599983227792,0.0988644769238742,5.21521985722743,1.8359934049318e-07,1.57595121635224e-06
"ENSG00000006611.17",7.17247336687429,-2.53246433638545,0.405812560119066,-6.24047795771137,4.36235867871255e-10,6.65351748273949e-09
"ENSG00000006625.18",1079.02694557084,-0.0536249776553945,0.0715651285705729,-0.74931714267114,0.453666077858788,0.563735354578067
"ENSG00000006634.8",922.079207576095,-0.412956734610712,0.0962794283418351,-4.28914817757881,1.79359685858056e-05,9.45288772968874e-05
"ENSG00000006638.13",508.064619287685,-0.294849197857093,0.171682101714386,-1.71741372520946,0.0859036056476459,0.150633940508289
"ENSG00000006652.15",496.349306124284,-0.497556274840947,0.0997821492323247,-4.98642571510939,6.15065392985122e-07,4.67899351834851e-06
"ENSG00000006659.13",0.287637733669077,-0.625824741058655,0.483433964210097,-1.29454028345157,0.195478864153863,0.293716516104365
"ENSG00000006695.12",978.937500958515,0.0943113594636011,0.0576983935084626,1.63455780531859,0.102141779090094,0.173664005831151
"ENSG00000006704.11",1744.56675607995,-0.17101111274271,0.0922782939598272,-1.8532106024539,0.0638521785995858,0.117743655306623
"ENSG00000006712.15",4325.30742024108,0.115388289347657,0.0540398691370248,2.13524368564024,0.0327411102147691,0.0670007889092188
"ENSG00000006715.16",4926.63393283842,0.353030437608992,0.0655314088139066,5.38719438508507,7.15660213750766e-08,6.74320331079332e-07
"ENSG00000006740.17",79.6457119315278,-1.10336498080049,0.129244454952429,-8.53703921925781,1.37704824899005e-17,7.45219782871412e-16
"ENSG00000006744.19",5230.7871257805,0.212276609305335,0.064380491924319,3.29721943651615,0.000976471781380513,0.00323973179354489
"ENSG00000006747.15",2301.48234812218,0.587844400106343,0.268879213656791,2.18627684941348,0.0287953568066244,0.060055831974956
"ENSG00000006756.16",2071.10117031782,0.645563533478012,0.0937242150094268,6.88790547259405,5.66198112394633e-12,1.2413488920638e-10
"ENSG00000006757.12",1062.1803575124,0.352186769735961,0.0862936870312439,4.08125764296578,4.47926686233244e-05,0.000213862480565492
"ENSG00000006788.14",31.7703141595584,-0.925210155468377,0.332329590360301,-2.78401376917805,0.00536907548444009,0.0143173049714038
"ENSG00000006831.10",8891.1968643791,0.5680292360303,0.0679455832408932,8.36006122747402,6.2685714798938e-17,3.06150843533897e-15
"ENSG00000006837.12",22.851607389415,-0.497816825188143,0.0971750309386441,-5.12288826028224,3.00890675375096e-07,2.45689945971311e-06
"ENSG00000007001.13",3.50429239807634,-1.00995812946117,0.199501631328683,-5.06240536849168,4.13999575694998e-07,3.28183298970732e-06
"ENSG00000007038.11",386.87404848656,-1.34922746454941,0.346167581931208,-3.89761356919186,9.71452682012279e-05,0.000424424643853614
"ENSG00000007047.15",2955.89106711967,-0.0528152607611639,0.0727898720126965,-0.725585295052471,0.468093038458605,0.576782770958095
"ENSG00000007062.12",133.147913896203,-0.0297847680364803,0.203176980415923,-0.146595189944786,0.883451550533003,0.917560370423886
"ENSG00000007080.11",4929.29805961116,-0.0395594026713856,0.0958946023363575,-0.41253002471013,0.679950978441184,0.76051892047613
"ENSG00000007129.18",121.030537249312,-1.09237917249243,0.179329702245944,-6.09145701359761,1.11887631365393e-09,1.55840272614224e-08
"ENSG00000007168.14",6737.07316197227,0.0234312584272282,0.0515930394167012,0.454155418873098,0.649716967783955,0.735435022641598
"ENSG00000007171.18",70.9239290881982,-0.76156823924084,0.171579510831184,-4.43857332120582,9.05571357592725e-06,5.1424179210642e-05
"ENSG00000007174.18",429.047903155742,-1.33284208364025,0.310135916320648,-4.29760635095948,1.7265242898642e-05,9.13995701634646e-05
"ENSG00000007202.15",9060.68236816446,0.42136384064285,0.0571560094976305,7.37217038674329,1.67872266101622e-13,4.71744903564274e-12
"ENSG00000007216.15",1.3981015367654,-0.439208192508322,0.43112634248026,-1.01874589704161,0.308323616930907,0.419321462528953
"ENSG00000007237.19",30906.0152441237,-0.27066006857451,0.132142817321978,-2.04823897401114,0.040536589316054,0.0802353426590073
"ENSG00000007255.10",1262.96342291454,0.421514740782284,0.112071942465928,3.76110854784579,0.000169161995742211,0.000693158914230282
"ENSG00000007264.15",278.642823322022,-0.975471078039509,0.18076791490718,-5.3962622655707,6.8043465729078e-08,6.43914221613907e-07
"ENSG00000007306.15",2.38661765641515,-0.211279114599315,0.392215924283109,-0.538680613199198,0.590107253020332,0.685034399822864
"ENSG00000007312.13",466.738019246394,-0.839378050769742,0.225521579643171,-3.72194116455657,0.000197697093720162,0.00079626772063159
"ENSG00000007314.12",53.3866139112934,-0.678175888871644,0.188373520831204,-3.60016570205394,0.000318014453974662,0.00121382282451051
"ENSG00000007341.19",633.552233049315,0.140983979217345,0.0582931302114902,2.41853506074984,0.0155831437431275,0.0356644614676136
"ENSG00000007350.17",207.147776249769,0.0655672014494954,0.252749145302397,0.259416115417715,0.79531419690523,0.850329242707668
"ENSG00000007372.24",28.8676983363747,-0.702733223586758,0.30584503998974,-2.29767735847648,0.021580159133597,0.0470278195213171
"ENSG00000007376.8",2132.35418317758,0.0197794882009808,0.0884975994681944,0.223503104263178,0.823143967380553,0.87167523370033
"ENSG00000007384.15",3603.89887360046,0.0655598501726908,0.0919314185520375,0.713138676692788,0.475759948472431,0.58363444446314
"ENSG00000007392.17",2104.79612643977,-0.304702083496191,0.0838327509935957,-3.63464254584069,0.000278366315806196,0.001078335428981
"ENSG00000007402.12",147.989615831989,-0.326632988849275,0.200301873736295,-1.63070361128673,0.102952874228026,0.174771366199616
"ENSG00000007516.14",211.991313614712,-0.897064554313807,0.1736186307353,-5.16686804010958,2.38049204267314e-07,1.99070443214449e-06
"ENSG00000007520.4",2321.17003807111,0.153664612633268,0.077047079604328,1.99442488180481,0.0461056415887219,0.0896403927450278
"ENSG00000007541.17",2607.1942235827,0.159489153485972,0.088135001270654,1.80960062615982,0.0703577427679186,0.127717003184846
"ENSG00000007545.16",881.026829477491,-0.196743233228474,0.054528090697538,-3.60810787085486,0.000308438254131476,0.00118095907123099
"ENSG00000007866.22",1244.25849897716,-0.281681966912101,0.123575964577313,-2.27942357460517,0.0226418982619488,0.0489412614709339
"ENSG00000007908.16",179.88737087234,-0.393236501884401,0.207094753208468,-1.89882406865498,0.0575876115070416,0.108061596887248
"ENSG00000007923.16",2342.28941029667,0.235514050992746,0.0650295283620373,3.62164784098655,0.000292732436264276,0.0011276805557527
"ENSG00000007933.13",102.520598217328,-0.489660075460932,0.178866788815187,-2.73756843684867,0.0061895240298682,0.0161762716582025
"ENSG00000007944.15",2672.18465857276,0.137716324389782,0.0992813274110236,1.38713218266752,0.165401460180821,0.256958677084262
"ENSG00000007952.18",43.6976455387432,-0.302519719984039,0.0918656949470532,-3.29306516603827,0.000991015023958918,0.00328088942993874
"ENSG00000007968.7",665.694131996643,0.0172960767596009,0.103947307106682,0.16639273532935,0.867847890631255,0.906295656988612
"ENSG00000008018.9",6259.4884967687,-0.13039378815005,0.0676885222036141,-1.92637959738303,0.0540569930839449,0.102519586883638
"ENSG00000008056.14",68.2251039054299,-0.47627522428853,0.151617383139732,-3.14129695702233,0.00168201391832351,0.00522051097553296
"ENSG00000008083.14",4549.95005517743,0.278087818729452,0.0865299261852509,3.2137762158042,0.00131001729395775,0.00419112760922731
"ENSG00000008086.13",639.586795508354,-0.210332155115566,0.100852904533936,-2.08553393764471,0.0370208608887041,0.0742704551941072
"ENSG00000008118.10",146.961507241761,0.618207819044241,0.214287780679282,2.88494200222034,0.00391485776300796,0.0108835664445576
"ENSG00000008128.23",56.9430834224578,-0.273316889281067,0.0908839853452705,-3.00731628617219,0.00263565379593153,0.00772436101276926
"ENSG00000008130.15",3945.6382794777,0.0291881644309509,0.0588525190200137,0.495954377433276,0.619926599612524,0.709985928164666
"ENSG00000008196.13",436.899049324682,-2.01170125046924,0.42713196339092,-4.70978859671079,2.47973861782078e-06,1.62457276850358e-05
"ENSG00000008197.5",0.248371759037759,0.363169529152648,0.518813293927795,0.700000430604215,0.483927035530467,0.590949770845226
"ENSG00000008226.20",25.1742430214913,-0.77222150364492,0.142842687938833,-5.40609753840249,6.44127282908509e-08,6.12720649003424e-07
"ENSG00000008256.16",12789.9085929135,0.957160863703562,0.109843247553713,8.71387986990747,2.93647552574099e-18,1.77392145059371e-16
"ENSG00000008277.14",412.071975158778,-0.391385410387953,0.16791544376751,-2.33084820315784,0.0197613653367489,0.0436943058001785
"ENSG00000008282.9",6429.36734827788,0.0649495886647808,0.063294002210974,1.02615708275625,0.304817547223397,0.415630290925456
"ENSG00000008283.16",2545.0573969363,-0.0721587571279367,0.0896399786306985,-0.804984095603353,0.420828857684541,0.532905425888453
"ENSG00000008294.21",8157.24553459839,0.215372287275382,0.0745828149750725,2.8876931951062,0.00388078200602831,0.0107989462864588
"ENSG00000008300.17",595.895670964796,-0.482756354552229,0.161651433795612,-2.98640317142261,0.00282280216257477,0.00819569007900332
"ENSG00000008311.15",1466.68108673654,-0.136335564097777,0.100850887062024,-1.35185289955784,0.176422377558012,0.270570732696166
"ENSG00000008323.15",33.5433881736105,-0.456238250782974,0.201952512411164,-2.25913629563616,0.0238749080125823,0.0512281325151753
"ENSG00000008324.12",752.099109404738,-0.057943194870622,0.0631830123177729,-0.917069204918598,0.359106376889428,0.471480263971393
